,name,experiences_offered,transit,host_since,host_location,host_response_time,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
20,City Place Lofts,none,You are only 3 blocks from conversation  center and 4 blocks from the beach.,2009-07-29,"Long Beach, California, United States",within an hour,t,Long Beach,1.0,1.0,t,t,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90802,Los Angeles,"Long Beach, CA",US,United States,33.77206463226124,-118.18892968348986,t,Loft,Private room,2,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),""Other pet(s)"",Elevator,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",Bathtub,""Stair gates"",""Children’s books and toys"",""Room-darkening shades"",""Game console"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Wide doorway"",""Wide entryway""}",$90.00,,,,$35.00,1,$0.00,2,1125,2,2,1125,1125,2.0,1125.0,t,12,34,64,83,353,39,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,moderate,f,f,1,0,1,0,4.93
21,"Bright Apt, walk to Venice Beach",none,,2009-08-07,"Los Angeles, California, United States",within a day,t,Venice,2.0,2.0,t,f,"Los Angeles, CA, United States",Venice,Venice,City of Los Angeles,Los Angeles,CA,90291,Los Angeles,"Los Angeles, CA",US,United States,33.996379142479284,-118.47733655302477,t,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{Internet,Wifi,Kitchen,""Free street parking"",Heating,""Smoke detector"",Essentials,Shampoo,""Hair dryer"",""Laptop friendly workspace"",""Host greets you""}",$95.00,,,$0.00,$80.00,1,$35.00,2,730,2,2,730,730,2.0,730.0,t,30,60,90,365,37,8,94.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,2,1,1,0,0.32
22,Burnham Beach Hse Retreat,none,,2009-08-12,"Redondo Beach, California, United States",,f,Redondo Beach,5.0,5.0,t,t,"Redondo Beach, CA, United States",,Redondo Beach,Other Cities,Redondo Beach,CA,90277,Los Angeles,"Redondo Beach, CA",US,United States,33.83822538187028,-118.3856929751485,t,House,Private room,1,1.0,1.0,1.0,Futon,"{""Cable TV"",Wifi,""Pets live on this property"",Cat(s),""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Hair dryer"",Iron,""Self check-in"",""Building staff"",""Hot water"",""Garden or backyard""}",$70.00,,,$250.00,$0.00,1,$0.00,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,129,6,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,t,4,3,1,0,1.13
23,CASAMIGOS,none,Very close to buses and Uber rides are really easy and cheap to use.,2009-09-14,"Los Angeles, California, United States",within a day,f,Mid-Wilshire,1.0,1.0,t,t,"Los Angeles, CA, United States",,Mid-Wilshire,City of Los Angeles,Los Angeles,CA,90019,Los Angeles,"Los Angeles, CA",US,United States,34.05436578228863,-118.35641397019647,t,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Luggage dropoff allowed"",""Long term stays allowed""}",$74.00,,,,$25.00,1,$25.00,3,30,3,3,30,30,3.0,30.0,t,28,58,87,87,44,0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,flexible,t,t,1,0,1,0,0.4
24,Budget hotel in Los Angeles,none,,2009-09-29,"Los Angeles, California, United States",within an hour,f,Gardena,2.0,2.0,t,f,"Los Angeles, CA, United States",Gardena,Gardena,Other Cities,Los Angeles,CA,90247,Los Angeles,"Los Angeles, CA",US,United States,33.90347988857365,-118.29268618402126,t,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,""Free parking on premises"",""Smoking allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private entrance"",""Hot water""}",$80.00,$600.00,"$2,400.00",,,2,$10.00,1,24,1,1,24,24,1.0,24.0,t,0,0,0,0,12,3,82.0,8.0,8.0,9.0,9.0,7.0,8.0,f,t,f,flexible,f,f,2,0,2,0,0.13
25,Craftsman Duplex-Hollywood!,none,A designated parking place is included in the rental. Public transportation is also nearby.,2009-09-24,"Los Angeles, California, United States",within an hour,t,Hollywood Hills,2.0,2.0,t,f,"Los Angeles, CA, United States",Hollywood Hills,Hollywood Hills,City of Los Angeles,Los Angeles,CA,90068,Los Angeles,"Los Angeles, CA",US,United States,34.11479084298882,-118.32288599569034,t,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",$195.00,"$1,100.00","$3,100.00",$200.00,$75.00,2,$25.00,3,365,3,3,365,365,3.0,365.0,t,0,0,0,0,7,0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,2,2,0,0,0.06
26,West HOLLYWOOD/ Heart of LA/The Groove,none,"Uber or Lyfte is an inexpensive way to get around. Few buses route on Fairfax ave, Melrose ave or Beverly blvd one block away......",2009-08-08,"Los Angeles, California, United States",within an hour,f,Mid-Wilshire,4.0,4.0,t,t,"Los Angeles, CA, United States",,Fairfax,City of Los Angeles,Los Angeles,CA,90036,Los Angeles,"Los Angeles, CA",US,United States,34.08064777526666,-118.35821908896963,f,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Long term stays allowed"",""Host greets you""}",$80.00,$500.00,"$1,950.00",$300.00,$40.00,2,$20.00,21,120,21,21,120,120,21.0,120.0,t,11,41,71,90,9,0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,f,f,f,strict_14_with_grace_period,f,f,3,3,0,0,0.1
27,1930's Spanish Duplex on 9th St,none,,2009-10-22,"Encinitas, California, United States",,f,Mid-Wilshire,1.0,1.0,t,f,"Los Angeles, CA, United States",Mid-Wilshire,Mid-Wilshire,City of Los Angeles,Los Angeles,CA,90036,Los Angeles,"Los Angeles, CA",US,United States,34.05863892240066,-118.34351707584072,t,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Children’s books and toys"",""Hot water""}",$189.00,,,$500.00,$95.00,4,$50.00,2,120,2,2,120,120,2.0,120.0,t,0,0,0,230,2,2,90.0,10.0,10.0,10.0,10.0,10.0,8.0,f,t,f,strict_14_with_grace_period,f,f,1,1,0,0,0.38
28,Burnham Beach Cottage 1,none,,2009-08-12,"Redondo Beach, California, United States",,f,Redondo Beach,5.0,5.0,t,t,"Redondo Beach, CA, United States",Redondo Beach,Redondo Beach,Other Cities,Redondo Beach,CA,90277,Los Angeles,"Redondo Beach, CA",US,United States,33.83846840985829,-118.38521551628244,t,Guesthouse,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,Wifi,Kitchen,""Pets live on this property"",""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Hot water"",""BBQ grill"",""Long term stays allowed"",""Host greets you""}",$150.00,,,$250.00,$75.00,2,$0.00,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,154,25,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,t,4,3,1,0,1.41
29,"Glamour Calls Us A Haven of Peace, Modern Architectural Zen Hollywood Hills",none,,2009-11-18,"Los Angeles, California, United States",within an hour,t,Hollywood Hills,11.0,11.0,t,t,"Los Angeles, CA, United States",Hollywood Hills,Hollywood Hills,City of Los Angeles,Los Angeles,CA,90068,Los Angeles,"Los Angeles, CA",US,United States,34.11959410926381,-118.32055542181764,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Room-darkening shades"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Stove,""Single level home"",""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide doorway"",""DVD player"",""Rain shower"",Bidet,""Pillow-top mattress"",""Warming drawer"",""Walk-in shower"",""Full kitchen"",""Bedroom comforts"",""Bathroom essentials""}",$275.00,,,"$2,500.00",$175.00,2,$25.00,4,365,4,4,365,365,4.0,365.0,t,18,48,77,77,18,5,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,t,t,6,6,0,0,0.19
30,"Private Tropical Garden Guestroom, Great Location!",none,There are buses and we have two bikes!,2009-11-18,"Venice, California, United States",within a few hours,f,Venice,7.0,7.0,t,t,"Venice, CA, United States",Venice,Venice,City of Los Angeles,Venice,CA,90291,Los Angeles,"Venice, CA",US,United States,33.98904081077547,-118.45407670944529,f,Guest suite,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Garden or backyard""}",$90.00,,,$300.00,$70.00,2,$30.00,2,365,2,2,365,365,2.0,365.0,t,30,60,90,365,15,2,88.0,10.0,10.0,9.0,10.0,10.0,9.0,f,f,f,strict_14_with_grace_period,f,f,7,4,3,0,0.14
31,ARCHITECTURAL GEM! STROLL CANALS TO BEACH...,none,"Take Bus 3 to LAX, Santa Monica, and Westwood. Or hop on one of our 2 bikes and zip down to the beach in about 7 minutes. And it's a delightful stroll to the beach through the scenic canals!",2009-11-18,"Venice, California, United States",within a few hours,f,Venice,7.0,7.0,t,t,"Los Angeles, CA, United States",Venice,Venice,City of Los Angeles,Los Angeles,CA,90291,Los Angeles,"Los Angeles, CA",US,United States,33.99025164283174,-118.45374365874123,t,House,Entire home/apt,8,2.0,3.0,6.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Children’s books and toys"",""Fireplace guards"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed""}",$375.00,"$1,600.00",,"$1,000.00",$195.00,4,$30.00,3,365,3,3,365,365,3.0,365.0,t,0,0,0,255,30,2,96.0,9.0,9.0,10.0,9.0,10.0,9.0,f,f,f,moderate,f,f,7,4,3,0,0.29
32,Burnham Beach Cottage 2,none,,2009-08-12,"Redondo Beach, California, United States",,f,Redondo Beach,5.0,5.0,t,t,"Redondo Beach, CA, United States",Redondo Beach,Redondo Beach,Other Cities,Redondo Beach,CA,90277,Los Angeles,"Redondo Beach, CA",US,United States,33.83983868043376,-118.38710116357643,t,Bungalow,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Pets live on this property"",""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Long term stays allowed"",""Host greets you""}",$175.00,,,$250.00,$75.00,2,$0.00,2,1125,2,2,1125,1125,2.0,1125.0,t,3,29,59,326,138,18,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,t,4,3,1,0,1.31
33,Frogtown 1BR w/ Skylight - LARiver Silver Lake adj,none,"We are not a walking neighborhood, although the best sandwiches in Los Angeles are a short walk down the river (Wax Paper Co). The LA River is a 5 minute walk from the house, the bus stop at Riverside & Newell is a 10-minute walk, and both Salazar and the Elysian pop-up restaurants are also a 10-minute walk through Frogtown. Other neighborhoods and anything else worth walking to is a 30-minute or way more trek. Bring or rent wheels! Multiple freeways are within a 3-minute drive.",2009-11-20,"Los Angeles, California, United States",,t,Elysian Valley,1.0,1.0,t,t,"Los Angeles, CA, United States",Elysian Valley,Elysian Valley,City of Los Angeles,Los Angeles,CA,90039,Los Angeles,"Los Angeles, CA",US,United States,34.10249137419533,-118.24823550274117,f,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Pets allowed"",""Pets live on this property"",Dog(s),Cat(s),""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",""Host greets you""}",$95.00,$590.00,"$1,850.00",,,1,$0.00,5,90,5,5,90,90,5.0,90.0,t,0,24,54,329,47,3,97.0,10.0,9.0,10.0,10.0,9.0,10.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.44
34,Beautiful Roomy Fully Equiped Private Master Suite,none,Freeway is 5 minutes away (405 and 110) are a hop skip jump away.,2009-11-21,"Torrance, California, United States",within an hour,f,Torrance,2.0,2.0,t,t,"Torrance, CA, United States",Torrance,Torrance,Other Cities,Torrance,CA,90501,Los Angeles,"Torrance, CA",US,United States,33.84042188426113,-118.32061912600751,t,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Breakfast,""Pets live on this property"",Dog(s),""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",""Host greets you""}",$90.00,$500.00,"$1,900.00",$0.00,$0.00,1,$20.00,2,60,2,2,60,60,2.0,60.0,t,30,60,90,365,1,0,100.0,,,,,,,f,f,f,flexible,t,t,2,0,2,0,0.01
35,AMAZING Melrose Place/Weho Luxe Apt,none,"West Hollywood is one of the few truly walkable neighborhoods in Los Angeles.  Some of the best bars, restaurants and shopping are within minutes of the apartment but there is also very easy access to bus and metro lines for getting to further reaching points in the city.  Uber and Lyft offer convenient alternative options and are almost never more than 2-5 minutes away.",2009-11-30,"Los Angeles, California, United States",within an hour,f,,1.0,1.0,t,t,"Los Angeles, CA, United States",West Hollywood,Beverly Grove,City of Los Angeles,Los Angeles,CA,90069,Los Angeles,"Los Angeles, CA",US,United States,34.08854309235588,-118.3762238406128,t,Apartment,Entire home/apt,2,2.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Elevator,""Free street parking"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}",$179.00,,,,$100.00,1,$0.00,3,29,3,3,29,29,3.0,29.0,t,0,20,49,49,16,1,88.0,10.0,9.0,10.0,10.0,10.0,9.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.16
36,The Enchanted Manor-Private Oasis,none,You need a car,2009-12-04,"Los Angeles, California, United States",within an hour,f,Valley Village,2.0,2.0,t,t,"N Hollywood, CA, United States",Valley Village,Valley Village,City of Los Angeles,N Hollywood,CA,91607,Los Angeles,"N Hollywood, CA",US,United States,34.16700821379396,-118.41117989825644,t,Villa,Entire home/apt,6,1.0,2.0,5.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi""}",$395.00,"$2,750.00","$11,000.00",$200.00,$150.00,2,$45.00,2,28,2,2,28,28,2.0,28.0,t,29,59,89,362,3,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,2,2,0,0,0.1
37,Venice Beach Walkstreet Guesthouse,none,"0.3 miles to Abbott Kinney Blvd 1.0 to Venice Beach  2.0 miles to Santa Monica  5.5 miles to SM Farmer’s Market  7.5 miles to UCLA  6.5 miles to LAX  17 miles to downtown LA  17 miles to Sunset Blvd., Hollywood Great location close to all amenities, LAX,  and major freeways.",2009-12-06,"Los Angeles, California, United States",within an hour,t,Venice,1.0,1.0,t,f,"Venice, CA, United States",Venice,Venice,City of Los Angeles,Venice,CA,90291,Los Angeles,"Venice, CA",US,United States,33.99359485543478,-118.46049099114131,t,Guesthouse,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Single level home"",""Patio or balcony"",""Beach essentials"",Kitchenette}",$140.00,,,$250.00,$0.00,2,$0.00,2,31,2,2,31,31,2.0,31.0,t,5,22,48,298,688,112,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,strict_14_with_grace_period,f,t,1,1,0,0,6.28
